output_char,apple_id,steps
Ö,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [31, [""shift""]]]"
Ȯ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [31, [""shift""]]]"
Ọ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [31, [""shift""]]]"
Ő,com.apple.keylayout.InuttitutNunavik,"[[38, [""option""]], [31, [""shift""]]]"
Ȍ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [31, [""shift""]]]"
Ò,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [31, [""shift""]]]"
Ỏ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [31, [""shift""]]]"
Ơ,com.apple.keylayout.InuttitutNunavik,"[[34, [""option""]], [31, [""shift""]]]"
Ȏ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [31, [""shift""]]]"
Ō,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [31, [""shift""]]]"
Ǫ,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [31, [""shift""]]]"
O̊,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [31, [""shift""]]]"
Ɵ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [31, [""shift""]]]"
Õ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [31, [""shift""]]]"
Ṕ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [35, [""shift""]]]"
Ṗ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [35, [""shift""]]]"
Ƥ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [35, [""shift""]]]"
Ƣ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [12, [""shift""]]]"
Ŕ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [15, [""shift""]]]"
Ř,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [15, [""shift""]]]"
Ŗ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [15, [""shift""]]]"
Ṙ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [15, [""shift""]]]"
Ṛ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [15, [""shift""]]]"
Ȑ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [15, [""shift""]]]"
Ʈ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [15, [""shift""]]]"
Ȓ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [15, [""shift""]]]"
Ṝ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [15, [""shift""]]]"
Ṟ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [15, [""shift""]]]"
Ʀ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [15, [""shift""]]]"
Ś,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [1, [""shift""]]]"
Š,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [1, [""shift""]]]"
Ş,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [1, [""shift""]]]"
Ŝ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [1, [""shift""]]]"
Ș,com.apple.keylayout.InuttitutNunavik,"[[35, [""option""]], [1, [""shift""]]]"
Ṡ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [1, [""shift""]]]"
Ṣ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [1, [""shift""]]]"
Ʃ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [1, [""shift""]]]"
S̄,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [1, [""shift""]]]"
Ť,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [17, [""shift""]]]"
Ţ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [17, [""shift""]]]"
Ṱ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [17, [""shift""]]]"
Ț,com.apple.keylayout.InuttitutNunavik,"[[35, [""option""]], [17, [""shift""]]]"
T̈,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [17, [""shift""]]]"
Ṫ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [17, [""shift""]]]"
Ṭ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [17, [""shift""]]]"
Ƭ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [17, [""shift""]]]"
Ṯ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [17, [""shift""]]]"
Ŧ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [17, [""shift""]]]"
Ú,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [32, [""shift""]]]"
Ŭ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [32, [""shift""]]]"
Ǔ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [32, [""shift""]]]"
Û,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [32, [""shift""]]]"
Ṷ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [32, [""shift""]]]"
Ü,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [32, [""shift""]]]"
Ụ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [32, [""shift""]]]"
Ű,com.apple.keylayout.InuttitutNunavik,"[[38, [""option""]], [32, [""shift""]]]"
Ȕ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [32, [""shift""]]]"
Ù,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [32, [""shift""]]]"
Ủ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [32, [""shift""]]]"
Ʋ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [32, [""shift""]]]"
Ư,com.apple.keylayout.InuttitutNunavik,"[[34, [""option""]], [32, [""shift""]]]"
Ȗ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [32, [""shift""]]]"
Ū,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [32, [""shift""]]]"
Ų,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [32, [""shift""]]]"
Ů,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [32, [""shift""]]]"
Ʊ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [32, [""shift""]]]"
Ũ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [32, [""shift""]]]"
Ṵ,com.apple.keylayout.InuttitutNunavik,"[[3, [""option"", ""shift""]], [32, [""shift""]]]"
Ǘ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [9, [""shift""]]]"
Ǚ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [9, [""shift""]]]"
Ṿ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [9, [""shift""]]]"
Ǜ,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [9, [""shift""]]]"
Ǖ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [9, [""shift""]]]"
Ṽ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [9, [""shift""]]]"
Ẃ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [13, [""shift""]]]"
Ŵ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [13, [""shift""]]]"
Ẅ,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [13, [""shift""]]]"
Ẇ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [13, [""shift""]]]"
Ẉ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [13, [""shift""]]]"
Ẁ,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [13, [""shift""]]]"
W̊,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [13, [""shift""]]]"
Ƿ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [13, [""shift""]]]"
Ẍ,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [7, [""shift""]]]"
Ẋ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [7, [""shift""]]]"
Ɖ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [7, [""shift""]]]"
Ý,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [16, [""shift""]]]"
Ŷ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [16, [""shift""]]]"
Ÿ,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [16, [""shift""]]]"
Ẏ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [16, [""shift""]]]"
Ỵ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [16, [""shift""]]]"
Ỳ,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [16, [""shift""]]]"
Ỷ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [16, [""shift""]]]"
Ƴ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [16, [""shift""]]]"
Ȳ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [16, [""shift""]]]"
Y̊,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [16, [""shift""]]]"
Ȝ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [16, [""shift""]]]"
Ỹ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [16, [""shift""]]]"
Ź,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [6, [""shift""]]]"
Ž,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [6, [""shift""]]]"
Z̧,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [6, [""shift""]]]"
Ẑ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [6, [""shift""]]]"
Ż,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [6, [""shift""]]]"
Ẓ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [6, [""shift""]]]"
Ȥ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [6, [""shift""]]]"
Z̄,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [6, [""shift""]]]"
Ẕ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [6, [""shift""]]]"
Ʒ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [6, [""shift""]]]"
Ƶ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [6, [""shift""]]]"
Ƅ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [30, [""shift""]]]"
á,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [0, []]]"
ă,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [0, []]]"
ǎ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [0, []]]"
â,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [0, []]]"
ä,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [0, []]]"
ȧ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [0, []]]"
ạ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [0, []]]"
ȁ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [0, []]]"
à,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [0, []]]"
ả,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [0, []]]"
ȃ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [0, []]]"
ā,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [0, []]]"
ą,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [0, []]]"
å,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [0, []]]"
ə,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [0, []]]"
ã,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [0, []]]"
ḃ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [11, []]]"
ḅ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [11, []]]"
ɓ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [11, []]]"
ḇ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [11, []]]"
ƀ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [11, []]]"
ć,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [8, []]]"
č,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [8, []]]"
ç,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [8, []]]"
ĉ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [8, []]]"
ċ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [8, []]]"
ƈ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [8, []]]"
ɔ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [8, []]]"
ď,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [2, []]]"
ḑ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [2, []]]"
ḓ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [2, []]]"
ḋ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [2, []]]"
ḍ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [2, []]]"
ɗ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [2, []]]"
ḏ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [2, []]]"
đ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [2, []]]"
é,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [14, []]]"
ĕ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [14, []]]"
ě,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [14, []]]"
ȩ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [14, []]]"
ê,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [14, []]]"
ḙ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [14, []]]"
ë,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [14, []]]"
ė,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [14, []]]"
ẹ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [14, []]]"
ȅ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [14, []]]"
è,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [14, []]]"
ẻ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [14, []]]"
ȇ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [14, []]]"
ē,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [14, []]]"
ę,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [14, []]]"
e̊,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [14, []]]"
ǝ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [14, []]]"
ẽ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [14, []]]"
ḛ,com.apple.keylayout.InuttitutNunavik,"[[3, [""option"", ""shift""]], [14, []]]"
ḟ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [3, []]]"
ƒ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [3, []]]"
ǵ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [5, []]]"
ğ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [5, []]]"
ǧ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [5, []]]"
ģ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [5, []]]"
ĝ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [5, []]]"
ġ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [5, []]]"
ɠ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [5, []]]"
ḡ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [5, []]]"
ɣ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [5, []]]"
ǥ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [5, []]]"
ḫ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [4, []]]"
ȟ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [4, []]]"
ḩ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [4, []]]"
ĥ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [4, []]]"
ḧ,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [4, []]]"
ḣ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [4, []]]"
ḥ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [4, []]]"
ɦ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [4, []]]"
ẖ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [4, []]]"
ƕ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [4, []]]"
ħ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [4, []]]"
í,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [34, []]]"
ĭ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [34, []]]"
ǐ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [34, []]]"
î,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [34, []]]"
ï,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [34, []]]"
ı,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [34, []]]"
ị,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [34, []]]"
ȉ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [34, []]]"
ì,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [34, []]]"
ỉ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [34, []]]"
ɩ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [34, []]]"
ȋ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [34, []]]"
ī,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [34, []]]"
į,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [34, []]]"
ɨ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [34, []]]"
ĩ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [34, []]]"
ḭ,com.apple.keylayout.InuttitutNunavik,"[[3, [""option"", ""shift""]], [34, []]]"
ǰ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [38, []]]"
ĵ,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [38, []]]"
ƞ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [38, []]]"
ḱ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [40, []]]"
ǩ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [40, []]]"
ķ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [40, []]]"
ḳ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [40, []]]"
ƙ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [40, []]]"
ḵ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [40, []]]"
ĸ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [40, []]]"
ĺ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [37, []]]"
ľ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [37, []]]"
ļ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [37, []]]"
ḽ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [37, []]]"
ḷ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [37, []]]"
ḹ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [37, []]]"
ḻ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [37, []]]"
ł,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [37, []]]"
ḿ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [46, []]]"
m̂,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [46, []]]"
ṁ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [46, []]]"
ṃ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [46, []]]"
ɯ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [46, []]]"
ń,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [45, []]]"
ň,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [45, []]]"
ņ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [45, []]]"
n̂,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [45, []]]"
ṋ,com.apple.keylayout.InuttitutNunavik,"[[5, [""option"", ""shift""]], [45, []]]"
ṅ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [45, []]]"
ṇ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [45, []]]"
ǹ,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [45, []]]"
ɲ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [45, []]]"
ṉ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [45, []]]"
ŋ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [45, []]]"
ñ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [45, []]]"
ó,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [31, []]]"
ŏ,com.apple.keylayout.InuttitutNunavik,"[[11, [""option""]], [31, []]]"
ǒ,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [31, []]]"
ô,com.apple.keylayout.InuttitutNunavik,"[[22, [""option""]], [31, []]]"
ö,com.apple.keylayout.InuttitutNunavik,"[[32, [""option""]], [31, []]]"
ȯ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [31, []]]"
ọ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [31, []]]"
ő,com.apple.keylayout.InuttitutNunavik,"[[38, [""option""]], [31, []]]"
ȍ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [31, []]]"
ò,com.apple.keylayout.InuttitutNunavik,"[[50, [""option""]], [31, []]]"
ỏ,com.apple.keylayout.InuttitutNunavik,"[[6, [""option""]], [31, []]]"
ơ,com.apple.keylayout.InuttitutNunavik,"[[34, [""option""]], [31, []]]"
ȏ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [31, []]]"
ō,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [31, []]]"
ǫ,com.apple.keylayout.InuttitutNunavik,"[[46, [""option""]], [31, []]]"
o̊,com.apple.keylayout.InuttitutNunavik,"[[40, [""option""]], [31, []]]"
ɵ,com.apple.keylayout.InuttitutNunavik,"[[37, [""option""]], [31, []]]"
õ,com.apple.keylayout.InuttitutNunavik,"[[45, [""option""]], [31, []]]"
ṕ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [35, []]]"
ṗ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [35, []]]"
ƥ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [35, []]]"
ʠ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [12, []]]"
ƣ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [12, []]]"
ŕ,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [15, []]]"
ř,com.apple.keylayout.InuttitutNunavik,"[[9, [""option""]], [15, []]]"
ŗ,com.apple.keylayout.InuttitutNunavik,"[[8, [""option""]], [15, []]]"
ṙ,com.apple.keylayout.InuttitutNunavik,"[[13, [""option""]], [15, []]]"
ṛ,com.apple.keylayout.InuttitutNunavik,"[[7, [""option""]], [15, []]]"
ȑ,com.apple.keylayout.InuttitutNunavik,"[[16, [""option"", ""shift""]], [15, []]]"
ʈ,com.apple.keylayout.InuttitutNunavik,"[[47, [""option"", ""shift""]], [15, []]]"
ȓ,com.apple.keylayout.InuttitutNunavik,"[[1, [""option"", ""shift""]], [15, []]]"
ṝ,com.apple.keylayout.InuttitutNunavik,"[[0, [""option""]], [15, []]]"
ṟ,com.apple.keylayout.InuttitutNunavik,"[[4, [""option""]], [15, []]]"
ʀ,com.apple.keylayout.InuttitutNunavik,"[[41, [""option"", ""shift""]], [15, []]]"
ś,com.apple.keylayout.InuttitutNunavik,"[[14, [""option""]], [1, []]]"
